{'': '0', 'Unnamed: 0': '0.0', 'customerID': '7590-VHVEG', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': '', 'tenure': 1.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 29.85, 'TotalCharges': 29.85, 'prediction': 1.0}
{'': '1050', 'Unnamed: 0': '1050.0', 'customerID': '1271-SJBGZ', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 12.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 43.65, 'TotalCharges': 526.95, 'prediction': 0.0}
{'': '1051', 'Unnamed: 0': '1051.0', 'customerID': '3845-JHAMY', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 16.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 35.5, 'TotalCharges': 552.7, 'prediction': 0.0}
{'': '1052', 'Unnamed: 0': '1052.0', 'customerID': '7013-PSXHK', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 40.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 80.75, 'TotalCharges': 3208.65, 'prediction': 0.0}
{'': '1053', 'Unnamed: 0': '1053.0', 'customerID': '5669-SRAIP', 'gender': 'Female', 'SeniorCitizen': '', 'Partner': 'No', 'Dependents': 'No', 'tenure': 5.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 39.5, 'TotalCharges': 210.75, 'prediction': 0.0}
{'': '1055', 'Unnamed: 0': '1055.0', 'customerID': '3486-NPGST', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 36.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 19.55, 'TotalCharges': 620.75, 'prediction': 0.0}
{'': '1056', 'Unnamed: 0': '1056.0', 'customerID': '6941-PMGEP', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 5.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 80.0, 'TotalCharges': 412.5, 'prediction': 1.0}
{'': '1057', 'Unnamed: 0': '1057.0', 'customerID': '1624-WOIWJ', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 10.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': '', 'MonthlyCharges': 84.7, 'TotalCharges': 832.05, 'prediction': 0.0}
{'': '1058', 'Unnamed: 0': '1058.0', 'customerID': '2074-GKOWZ', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 2.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 89.55, 'TotalCharges': 185.55, 'prediction': 1.0}
{'': '1059', 'Unnamed: 0': '1059.0', 'customerID': '0376-YMCJC', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 23.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 90.6, 'TotalCharges': 1943.2, 'prediction': 0.0}
{'': '1060', 'Unnamed: 0': '1060.0', 'customerID': '6100-FJZDG', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 26.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 20.05, 'TotalCharges': 505.9, 'prediction': 0.0}
{'': '1061', 'Unnamed: 0': '1061.0', 'customerID': '4829-ZLJTK', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 112.4, 'TotalCharges': 8046.85, 'prediction': 0.0}
{'': '1062', 'Unnamed: 0': '1062.0', 'customerID': '1730-VFMWO', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 34.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 50.2, 'TotalCharges': 1815.3, 'prediction': 0.0}
{'': '1064', 'Unnamed: 0': '1064.0', 'customerID': '3800-LYTRK', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 14.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 55.7, 'TotalCharges': 795.15, 'prediction': 0.0}
{'': '1065', 'Unnamed: 0': '1065.0', 'customerID': '0634-SZPQA', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 23.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 90.05, 'TotalCharges': 2169.8, 'prediction': 0.0}
{'': '1066', 'Unnamed: 0': '1066.0', 'customerID': '9646-NMHXE', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 47.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 19.65, 'TotalCharges': 973.1, 'prediction': 0.0}
{'': '1067', 'Unnamed: 0': '1067.0', 'customerID': '7030-NJVDP', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 24.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 89.25, 'TotalCharges': 2210.2, 'prediction': 0.0}
{'': '1068', 'Unnamed: 0': '1068.0', 'customerID': '5536-RTPWK', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 49.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 99.05, 'TotalCharges': 4853.75, 'prediction': 0.0}
{'': '1069', 'Unnamed: 0': '1069.0', 'customerID': '8883-GRDWQ', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 20.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 54.0, 'TotalCharges': 1055.9, 'prediction': 0.0}
{'': '1070', 'Unnamed: 0': '1070.0', 'customerID': '6166-ILMNY', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 2.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 69.75, 'TotalCharges': 144.55, 'prediction': 1.0}
{'': '1071', 'Unnamed: 0': '1071.0', 'customerID': '3097-NNSPB', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 2.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 49.05, 'TotalCharges': 91.1, 'prediction': 1.0}
{'': '1072', 'Unnamed: 0': '1072.0', 'customerID': '7771-ZONAT', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 22.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 56.75, 'TotalCharges': 1304.85, 'prediction': 0.0}
{'': '1073', 'Unnamed: 0': '1073.0', 'customerID': '0655-RBDUG', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 7.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': '', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 98.05, 'TotalCharges': 713.0, 'prediction': 0.0}
{'': '1074', 'Unnamed: 0': '1074.0', 'customerID': '2111-DWYHN', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 21.1, 'TotalCharges': 21.1, 'prediction': 0.0}
{'': '1075', 'Unnamed: 0': '1075.0', 'customerID': '4194-WHFCB', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 59.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 96.65, 'TotalCharges': 5580.8, 'prediction': 0.0}
{'': '1076', 'Unnamed: 0': '1076.0', 'customerID': '4121-AGSIN', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 58.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 24.5, 'TotalCharges': 1497.9, 'prediction': 0.0}
{'': '1077', 'Unnamed: 0': '1077.0', 'customerID': '4361-BKAXE', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 41.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 114.5, 'TotalCharges': 4527.45, 'prediction': 0.0}
{'': '1078', 'Unnamed: 0': '1078.0', 'customerID': '9845-PEEKO', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 59.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 79.2, 'TotalCharges': 4590.35, 'prediction': 0.0}
{'': '1079', 'Unnamed: 0': '1079.0', 'customerID': '0455-XFASS', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 3.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 69.55, 'TotalCharges': 200.2, 'prediction': 1.0}
{'': '1080', 'Unnamed: 0': '1080.0', 'customerID': '0301-KOBTQ', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 32.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 20.05, 'TotalCharges': 614.45, 'prediction': 0.0}
{'': '1081', 'Unnamed: 0': '1081.0', 'customerID': '1751-NCDLI', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 46.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': '', 'MonthlyCharges': 98.85, 'TotalCharges': 4564.9, 'prediction': 0.0}
{'': '1082', 'Unnamed: 0': '1082.0', 'customerID': '4367-NUYAO', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 0.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 25.75, 'TotalCharges': 0.0, 'prediction': 0.0}
{'': '1083', 'Unnamed: 0': '1083.0', 'customerID': '9878-TNQGW', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 2.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 80.95, 'TotalCharges': 171.15, 'prediction': 1.0}
{'': '1084', 'Unnamed: 0': '1084.0', 'customerID': '9170-ARBTB', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 52.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 19.6, 'TotalCharges': 1012.4, 'prediction': 0.0}
{'': '1085', 'Unnamed: 0': '1085.0', 'customerID': '4441-NIHPT', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 13.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 74.3, 'TotalCharges': 940.35, 'prediction': 0.0}
{'': '1086', 'Unnamed: 0': '1086.0', 'customerID': '8999-BOHSE', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 11.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 89.7, 'TotalCharges': 1047.7, 'prediction': 0.0}
{'': '1087', 'Unnamed: 0': '1087.0', 'customerID': '7241-AJHFS', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 32.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 87.65, 'TotalCharges': 2766.4, 'prediction': 0.0}
{'': '1088', 'Unnamed: 0': '1088.0', 'customerID': '7029-RPUAV', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 17.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 100.45, 'TotalCharges': 1622.45, 'prediction': 0.0}
{'': '1089', 'Unnamed: 0': '1089.0', 'customerID': '4546-FOKWR', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 16.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 74.75, 'TotalCharges': 1129.35, 'prediction': 0.0}
{'': '1090', 'Unnamed: 0': '1090.0', 'customerID': '9036-CSKBW', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 51.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 107.45, 'TotalCharges': 5680.9, 'prediction': 0.0}
